label,content
neutral,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla ."
negative,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 ."
positive,Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .
neutral,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights ."
negative,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year ."
positive,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1"
neutral,"Following the move , Stora Enso holding in NewPage will remain unchanged ."
neutral,"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now ."
neutral,"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing ."
positive,"Exports accounted for 65.4 % of net sales , representing an all time record for the company ."
neutral,"Depending on the market situation , such projects are sold after 1 to 3 years after completion ."
neutral,`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .
neutral,"In addition , the company is considering the start of production in Russia ."
positive,EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .
neutral,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively ."
neutral,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country ."
negative,Scanfil has also issued a profit warning .
neutral,LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .
neutral,M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .
positive,"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide ."
neutral,`` These developments partly reflect the government 's higher activity in the field of dividend policy . ''
negative,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .
neutral,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company ."
positive,Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .
neutral,"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats ."
neutral,"The company 's profit totaled Ls 134,700 ."
neutral,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels ."
positive,The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .
neutral,Consumers are now increasingly interested in what they can do with heir phones .
positive,"However , the bottom-line result improved thanks to positive financial items ."
neutral,Finnlines said that the deal is part of its strategy to focus on its core businesses .
neutral,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics ."
positive,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .
negative,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 ."
neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services ."
neutral,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397
positive,We look forward to helping the company develop its operational services and further digitalize its services for its customers . ''
positive,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 ."
neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn ."
positive,"The adapter , awarded with the `` Certified Integration for SAP -?; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems ."
neutral,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 ."
neutral,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .
neutral,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories ."
neutral,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .
neutral,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .
neutral,"In his current position , Manty has worked since 1996 ."
positive,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region ."
neutral,"In 2007 , Huhtamaki will continue to invest in organic growth ."
positive,Raisio 's malting capacity was in full use in 2008 .
positive,Sales of clothing developed best .
positive,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP ."
neutral,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators ."
neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ."
neutral,Construction is expected to be completed in the summer of 2011 .
negative,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ."
neutral,"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % ."
